GeneSet	DESC	GeneSet,Genes
ERICH2	ERICH2	ERICH2,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
ERICH3	ERICH3	ERICH3,HYLS1,TMEM138,TTC29,CEP78,TMEM216,CC2D2B,CFAP126,WDR90,CFAP61,CFAP46
ERICH4	ERICH4	ERICH4,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
ERICH5	ERICH5	ERICH5,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
ERLEC1	ERLEC1	ERLEC1,HERPUD1,UBXN4,DERL1,SERP2,RHBDD2,SDF2L1,OS9,ERMP1,DERL3,JKAMP
ERLIN1	ERLIN1	ERLIN1,ERLIN2,INSIG2,INSIG1,SREBF2,CYP7B1,TM7SF2,ARV1,MSMO1,SCAP,CYP7A1
ERLIN2	ERLIN2	ERLIN2,ERLIN1,INSIG2,INSIG1,SREBF2,CYP7B1,TM7SF2,ARV1,MSMO1,SCAP,CYP7A1
ERMAP	ERMAP	ERMAP,BTNL9,BTNL2,BTNL3,BTN1A1,BTNL8,BTN3A3,HHLA2,BTN2A1,BTN3A1,UBASH3A
ERMARD	ERMARD	ERMARD,LRIT1,TMEM106C,TMEM39B,CYYR1,SMIM24,TMEM245,EHBP1L1,UNC93A,CDV3,PCNX2
ERMN	ERMN	ERMN,RUFY3,FMNL2,AVIL,FMNL1,GAS7,SAMD14,CTNNA2,CATIP,WASF3,SHROOM1
ERMP1	ERMP1	ERMP1,SERP2,TBL2,UBXN4,QRICH1,ERLEC1,JKAMP,ERO1A,ERP27,HERPUD2,TMEM33
ERN1	ERN1	ERN1,PDCL3,HSPB1,ERN2,PRKD1,THBS4,XBP1,ANGPT1,PRKD2,DNAJC10,DNAJC3
ERN2	ERN2	ERN2,DNAJC10,ERN1,PPP1R8,DNAJC3,SRPK1,TARDBP,PPP1R15A,RRP1B,PCBP2,RNASEL
ERO1A	ERO1A	ERO1A,ERP44,PDIA6,HYOU1,ERMP1,DNAJC3,PDIA4,HERPUD1,CCDC47,TOR1B,ERP27
ERO1B	ERO1B	ERO1B,PDIA5,FKBP9,SIL1,PDIA4,PDIA6,ERP27,WDR83OS,PDIA2,HSPA13,SERP2
ERP27	ERP27	ERP27,PDIA6,PDIA2,ERP44,PDIA4,PDIA5,ERO1B,ERMP1,SERP2,UBXN4,FICD
ERP29	ERP29	ERP29,INSR,SNF8,DIRAS2,PTPN3,DIRAS1,IGFBP3,PELI2,MYDGF,SPRED2,KSR1
ERP44	ERP44	ERP44,PDIA6,ERP27,PDIA4,PDIA2,ERO1A,ERO1B,TXNDC5,PDIA5,DNAJC3,ERMP1
ERRFI1	ERRFI1	ERRFI1,IGF2R,PIK3CA,PCSK9,FGFR4,HPGD,ONECUT2,PLCG1,FABP5,UGT1A1,CYP7B1
ERVFRD-1	ERVFRD-1	ERVFRD-1,PLEKHO1,MIGA2,THSD7B,MIGA1,PLEKHM3,PTGFRN,CD53,TMEM95,MYMK,PPFIBP1
ERVMER34-1	ERVMER34-1	ERVMER34-1,SIRPD,CD163L1,CCDC126,SSC4D,MUC19,THEM6,CCER2,IGIP,C15orf61,HHLA1
ERVV-1	ERVV-1	ERVV-1,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
ERVV-2	ERVV-2	ERVV-2,CCDC188,CCDC168,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B,FAM187A
ESAM	ESAM	ESAM,BAIAP2L1,CLDN12,NEXN,TJP3,MPP7,TJP2,MAGI1,TJP1,CLDN14,CLDN20
ESCO1	ESCO1	ESCO1,DSCC1,ESCO2,NAA50,JADE2,KAT7,BAZ1A,MEAF6,DNAJC2,PDS5A,YEATS4
ESCO2	ESCO2	ESCO2,TOP2A,ESCO1,ANKLE1,KAT7,MBTD1,MEAF6,L3MBTL1,YEATS4,PHF13,BUB1
ESD	ESD	ESD,ALDH9A1,AKR7A3,ACY3,TXNDC16,ACY1,ALDH3A1,FOLH1,GATD1,GRHPR,PRSS23
ESF1	ESF1	ESF1,RRP12,PDCD11,NOL8,RRP1,FCF1,ZFC3H1,DDX51,WDR55,U2SURP,NOC4L
ESM1	ESM1	ESM1,GAB1,PGF,PROK1,AGGF1,MUC20,FGFBP1,FGF6,FGF1,FGFBP3,MYDGF
ESPL1	ESPL1	ESPL1,NUSAP1,SPAG5,KIF25,CDCA8,KIFC1,ZWINT,SMC4,TTK,INCENP,WAPL
ESPN	ESPN	ESPN,ESPNL,MYO1A,MYO7B,TPRN,GRXCR2,MYO15A,CLRN2,CLRN1,TRIOBP,DIAPH1
ESPNL	ESPNL	ESPNL,ESPN,CLRN2,CEACAM16,TPRN,MYO15A,MYO3B,MYO1A,GRXCR2,LOXHD1,ANKRD24
ESR1	ESR1	ESR1,ESR2,FOXO3,CEBPB,NFATC2,HNF4A,NCOA1,NCOA2,CEBPA,NR6A1,NR4A3
ESR2	ESR2	ESR2,NR6A1,ZNF366,ESR1,ESRRA,TFAP2C,NCOA2,NR2C2,ZGPAT,NR2C1,LCOR
ESRP1	ESRP1	ESRP1,HNRNPLL,ZC3H13,SRSF11,MBNL2,RBFOX3,KHDRBS3,ARL6IP4,SREK1,SRRM4,SUGP2
ESRP2	ESRP2	ESRP2,SRSF6,HNRNPH3,HMX2,DDX17,RBM19,RBPMS2,CELF4,NSRP1,RBFOX2,TRA2A
ESRRA	ESRRA	ESRRA,ESRRG,ESR2,ZNF33A,ZNF398,TRERF1,NR6A1,ATF7,ZNF395,ZSCAN26,ZNF341
ESRRB	ESRRB	ESRRB,BPTF,E2F8,STOX2,CEBPD,NR5A2,HMX3,SALL4,E2F7,ZNF568,FOXI1
ESRRG	ESRRG	ESRRG,ESRRA,ESR2,ZNF33A,ZNF35,NR6A1,ZNF341,CTBP2,RLF,NR1I2,ZNF398
ESYT1	ESYT1	ESYT1,ESYT3,ESYT2,PITPNM2,PITPNM3,PRELID3A,ATP10B,OSBPL5,PITPNB,GRAMD2A,PITPNC1
ESYT2	ESYT2	ESYT2,ESYT3,ESYT1,PDZD8,GRAMD2A,STARD3NL,OSBPL5,PITPNB,SARAF,ATP9B,PLEKHF2
ESYT3	ESYT3	ESYT3,ESYT2,ESYT1,PDZD8,GRAMD2A,STARD3NL,OSBPL5,PITPNB,GRAMD1C,ATP10B,SEC22C
ETAA1	ETAA1	ETAA1,MRNIP,CDC14B,TICRR,RAD9B,CLSPN,UIMC1,ABRAXAS1,DONSON,BABAM1,BABAM2
ETF1	ETF1	ETF1,GSPT1,CTIF,ABCE1,SMG8,SMG7,SMG6,HBS1L,SMG5,PYM1,DHX34
ETFA	ETFA	ETFA,ETFB,ACAD10,PCCA,ECHS1,PCCB,BCKDHA,ACAD11,ACADS,DBT,ETFDH
ETFB	ETFB	ETFB,ETFA,PCCB,PCCA,ACAD10,ECHS1,BCKDHA,DBT,ACADS,ACAD11,IVD
ETFBKMT	ETFBKMT	ETFBKMT,FAM86B1,FAM86B2,VCPKMT,METTL9,LCMT1,ECHDC1,METTL21A,ACOT13,MCEE,PRMT3
ETFDH	ETFDH	ETFDH,ACAD10,ACAD11,ETFA,NDUFS8,HADHA,ETFB,NDUFA12,ACAA2,ECI1,NDUFA6
ETFRF1	ETFRF1	ETFRF1,MTFR1L,LYRM2,NDUFAF8,TMEM186,COX6B2,CHCHD5,HIGD1C,NDUFAF3,COQ10B,COQ10A
ETHE1	ETHE1	ETHE1,GSTA4,GSTM5,SUOX,GSTT2B,GSTA5,OPLAH,MMACHC,GSTA2,GSTM4,SLC25A39
ETNK1	ETNK1	ETNK1,PCYT2,SELENOI,CHKB,GDE1,CHKA,PISD,CEPT1,CKM,PIGF,GDPD1
ETNK2	ETNK2	ETNK2,ETNK1,PCYT2,CMIP,TTPA,CHKB,HSD17B2,GJB3,SELENOI,CCDC134,PEMT
ETNPPL	ETNPPL	ETNPPL,PHYKPL,TKTL2,VWA8,SUGCT,EPHX4,DDX59,PYROXD2,HSPBAP1,SPHKAP,DDTL
ETS1	ETS1	ETS1,ZNF580,STAT1,HRG,BTG1,IL4,DCN,ATOH8,FOXP1,HMGB2,KLF2
ETS2	ETS2	ETS2,TRPS1,NKX3-2,ZBTB18,TBX15,TBX6,PAX5,MAFF,SATB2,TP63,ALX1
ETV1	ETV1	ETV1,ZNF609,IRX6,NHLH1,NTN3,VAX1,GSX1,BHLHE22,PROX2,ADNP2,FEZF1
ETV2	ETV2	ETV2,DLX3,SNAI1,TLX2,MESP2,TEAD2,HNF1B,FOXC1,NODAL,NOTCH4,NOTCH2
ETV3	ETV3	ETV3,IRF2,NACC1,NACC2,BATF3,ZNF268,ERF,ZBTB5,ZBTB49,MAF,SP2
ETV3L	ETV3L	ETV3L,ELF5,FOXD4L6,NKX1-2,FOXI2,NKX2-4,ZNF438,FOXB2,GTF2IRD2B,GTF2IRD2,ZBTB47
ETV4	ETV4	ETV4,ZBED2,SPIB,IRX6,GMEB1,GABPA,ELK4,VENTX,GLIS1,FOXD2,ONECUT3
ETV5	ETV5	ETV5,THAP11,BATF3,TCFL5,NCOA7,MAF,ELK4,IRF2,GLIS1,NACC2,ZNF268
ETV6	ETV6	ETV6,THAP11,ZNF268,TCFL5,ELK4,NACC1,GABPA,FOXS1,ZNF281,HOXA7,GLIS1
ETV7	ETV7	ETV7,ELK4,ERF,DLX4,ZBTB5,MXI1,GLIS1,KLF12,IKZF5,GLIS3,MAFK
EVA1A	EVA1A	EVA1A,DRAM1,TMEM208,PLEKHF1,TM9SF1,TECPR1,TECPR2,TMEM74,CISD2,RAB24,UBXN6
EVA1B	EVA1B	EVA1B,C2orf74,CTXN3,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141,TMEM41A
EVA1C	EVA1C	EVA1C,PSORS1C2,PRB2,PRB4,PRB1,C6orf15,HHIPL1,TMEM52B,C19orf18,CRYBG1,MEGF6
EVC	EVC	EVC,TAPT1,BMP8B,BMP3,IFT80,COMP,PKDCC,PTH1R,GDF11,DLX5,COL2A1
EVC2	EVC2	EVC2,TCTN2,DISP2,TCTN3,TMEM17,ARMC9,TXNDC15,DZIP1L,TTC23,EFCAB7,TUBD1
EVI2A	EVI2A	EVI2A,PAQR4,DCBLD1,ANTXRL,TMEM243,SMLR1,TMEM132D,SMIM5,TMEM154,FNDC9,TMEM220
EVI2B	EVI2B	EVI2B,PRAMEF2,PRAMEF7,PRAMEF20,PRAMEF8,PRAMEF4,PRAMEF27,PRAMEF25,PRAMEF5,PRAMEF11,PRAMEF1
EVI5	EVI5	EVI5,TBC1D10B,RABGAP1,TBC1D17,TBC1D13,TBC1D1,TBC1D2,USP6NL,TBC1D2B,TBC1D16,TBC1D30
EVI5L	EVI5L	EVI5L,TBC1D30,TBC1D19,TBC1D22B,TBC1D1,TBC1D13,TBC1D2,TBC1D15,TBC1D22A,TBC1D2B,RABGAP1
EVL	EVL	EVL,VASP,MICALL2,CGNL1,PFN2,RUFY3,AVIL,RND1,SYNPO2,CORO2B,CARMIL1
EVPL	EVPL	EVPL,KRT10,KRT2,SPRR1B,SPRR1A,SPRR2E,FLG,KRT6A,KRT5,KRT32,KLK7
EVPLL	EVPLL	EVPLL,SMTNL2,KRT6C,KRT33A,KRT39,MAP7D1,SYNM,KRT74,SYCE1L,KRTAP21-3,KRTAP22-1
EVX1	EVX1	EVX1,GSX1,OLIG3,LHX9,FOXI1,SEBOX,PBX4,VAX1,BARHL2,ETV1,LMO4
EVX2	EVX2	EVX2,SP9,NKX2-4,FOXD4L1,ZNF75A,ZNF558,FOXD4L4,ZSCAN22,IKZF2,ZNF142,ZFP3
EWSR1	EWSR1	EWSR1,POGK,GON4L,ZNF687,MLF2,TAF1D,SPZ1,ZNF74,POU5F1B,ZSCAN26,SLC2A4RG
EXD1	EXD1	EXD1,HELZ,PIWIL3,PIWIL1,MOV10L1,TDRD12,FKBP6,HENMT1,HELZ2,TNRC6B,TSNAX
EXD2	EXD2	EXD2,TOP3A,FAN1,FEN1,HELQ,POLL,POLN,POLM,RAD51B,RAD51AP1,MCM9
EXD3	EXD3	EXD3,TATDN1,REXO2,SRBD1,NT5C3B,ERH,SREK1IP1,TPMT,GIN1,APOBEC4,DPYSL2
EXO1	EXO1	EXO1,HMCES,PMS2,SAMHD1,MSH2,DCLRE1C,POLL,UNG,MSH6,MSH3,AICDA
EXO5	EXO5	EXO5,TDP1,APTX,FAAP100,FAN1,ZGRF1,FANCF,POLN,REXO4,FANCE,PARPBP
EXOC1	EXOC1	EXOC1,EXOC6,EXOC8,EXOC2,EXOC4,EXOC7,EXOC3,EXOC6B,EXOC5,SNX18,SNX33
EXOC2	EXOC2	EXOC2,EXOC6,EXOC6B,EXOC1,EXOC3,EXOC7,EXOC8,EXOC5,EXOC4,SNX18,SNX33
EXOC3	EXOC3	EXOC3,EXOC6,EXOC6B,EXOC1,EXOC8,EXOC4,EXOC7,EXOC2,EXOC5,SNX18,SYTL2
EXOC3L1	EXOC3L1	EXOC3L1,EXOC3L4,TVP23A,TVP23B,SCAMP1,STXBP5L,SYT15,RAB3C,SYT13,TNFAIP2,CADPS2
EXOC3L2	EXOC3L2	EXOC3L2,GSTCD,C5orf46,TMEM52B,C19orf18,HSPA12A,GIPC2,LRRC23,ACTR3C,MSMB,LENG1
EXOC3L4	EXOC3L4	EXOC3L4,EXOC3L1,TNFAIP2,SYT15,TSNARE1,EXOC3L2,TXLNA,STXBP5L,EXOC3,STXBP6,EXOC8
EXOC4	EXOC4	EXOC4,EXOC1,EXOC7,EXOC3,EXOC8,EXOC6,EXOC6B,EXOC2,EXOC5,SNX18,SNX33
EXOC5	EXOC5	EXOC5,EXOC6,EXOC2,EXOC6B,EXOC3,EXOC1,EXOC4,EXOC7,EXOC8,SNX18,SNX33
EXOC6	EXOC6	EXOC6,EXOC6B,EXOC3,EXOC2,EXOC1,EXOC8,EXOC4,EXOC7,EXOC5,SNX18,SNX33
EXOC6B	EXOC6B	EXOC6B,EXOC6,EXOC2,EXOC3,EXOC1,EXOC8,EXOC4,EXOC7,EXOC5,SYTL2,SNX33
EXOC7	EXOC7	EXOC7,EXOC1,EXOC4,EXOC3,EXOC2,EXOC8,EXOC6,EXOC6B,EXOC5,SNX18,SNX33
EXOC8	EXOC8	EXOC8,EXOC1,EXOC3,EXOC6,EXOC4,EXOC6B,EXOC2,EXOC7,EXOC5,SNX18,SYTL2
EXOG	EXOG	EXOG,DFFB,DNASE2B,MTFP1,KLLN,AIFM3,TP53AIP1,TATDN1,N4BP2,ZMAT3,PPP2R2B
EXOSC1	EXOSC1	EXOSC1,DIS3,DIS3L,EXOSC6,ZFC3H1,EXOSC5,MPHOSPH6,WDR74,EXOSC2,EXOSC7,MRTO4
EXOSC10	EXOSC10	EXOSC10,EXOSC9,UPF1,EXOSC2,DCP2,NCBP2,EXOSC8,NCBP1,PARN,EXOSC3,EXOSC7
EXOSC2	EXOSC2	EXOSC2,EXOSC7,EXOSC9,EXOSC8,EXOSC3,EXOSC10,DIS3,EXOSC6,EXOSC4,EXOSC5,EXOSC1
EXOSC3	EXOSC3	EXOSC3,EXOSC2,EXOSC6,EXOSC7,EXOSC9,EXOSC8,DIS3,EXOSC10,EXOSC5,EXOSC4,EXOSC1
EXOSC4	EXOSC4	EXOSC4,EXOSC5,EXOSC9,EXOSC2,EXOSC6,EXOSC10,DIS3,EXOSC3,ISG20,EXOSC7,EXOSC8
EXOSC5	EXOSC5	EXOSC5,EXOSC4,EXOSC6,DIS3,EXOSC9,EXOSC1,EXOSC2,EXOSC3,ISG20,DIS3L,EXOSC7
EXOSC6	EXOSC6	EXOSC6,EXOSC3,DIS3,EXOSC1,EXOSC5,EXOSC2,EXOSC9,EXOSC7,EXOSC4,DIS3L,XRN2
EXOSC7	EXOSC7	EXOSC7,EXOSC8,EXOSC2,EXOSC3,EXOSC9,DIS3,EXOSC10,EXOSC6,EXOSC5,EXOSC4,EXOSC1
EXOSC8	EXOSC8	EXOSC8,EXOSC7,EXOSC2,EXOSC9,EXOSC3,EXOSC10,DIS3,ZCCHC7,EXOSC6,EXOSC5,EXOSC4
EXOSC9	EXOSC9	EXOSC9,EXOSC2,EXOSC10,EXOSC8,EXOSC3,EXOSC7,EXOSC4,EXOSC5,DIS3,EXOSC6,XRN1
EXPH5	EXPH5	EXPH5,SYTL1,RHBDF1,MVB12B,AGAP2,SYTL2,ARL4D,RAB27B,RAB27A,SYTL3,NKD2
EXT1	EXT1	EXT1,EXT2,CSGALNACT1,XYLT1,CSGALNACT2,B3GALT6,B3GAT3,XYLT2,SMPD3,CHSY1,NDST1
EXT2	EXT2	EXT2,EXT1,CSGALNACT1,XYLT1,B3GALT6,CSGALNACT2,NDST3,XYLT2,B3GAT3,PXYLP1,HS2ST1
EXTL1	EXTL1	EXTL1,HS3ST2,XYLT1,HS3ST4,B3GAT3,B3GALT6,HS6ST3,B3GAT1,HS3ST1,NDST3,B3GAT2
EXTL2	EXTL2	EXTL2,B3GALT6,SLC35D2,HS3ST2,NDST3,HS3ST4,HS3ST1,NDST4,B3GNT4,GNE,B3GNT3
EXTL3	EXTL3	EXTL3,GLCE,PXYLP1,HPSE,HS3ST5,GCNT2,B3GAT3,EXTL1,TGM1,CD109,ST8SIA1
EYA1	EYA1	EYA1,PAX8,LHX1,PAX2,WNT9B,HOXA11,ROBO2,SIX2,SOX17,WNT4,WNT6
EYA2	EYA2	EYA2,EYA4,EYA3,MCL1,KMT5B,ENDOG,DYRK1B,PARP2,MLLT11,HDGFL2,CDC14B
EYA3	EYA3	EYA3,EYA4,KDM4D,MBTD1,EYA2,BABAM2,UIMC1,MORF4L1,PPP4C,MRNIP,BABAM1
EYA4	EYA4	EYA4,EYA3,EYA2,TFPT,EPC2,NPM1,KMT5B,EMSY,TRRAP,KHDC3L,PHLDA3
EYS	EYS	EYS,SGCA,RCVRN,CIB2,MYH14,MYOM2,CACNA1S,PTGFRN,RP1,RP1L1,MYOM1
EZH1	EZH1	EZH1,PRDM2,THAP7,VPS72,ZNF274,AEBP2,KAT14,SATB1,PRDM13,SUZ12,BEND3
EZH2	EZH2	EZH2,RB1,ID4,CCND1,MYC,PBRM1,CDK6,CDK2,WNT10B,E2F3,BCL7A
EZR	EZR	EZR,RDX,PFN1,RAP2A,PFN2,EPHA3,SH3BP1,PRKCZ,ACTG1,ACTB,EFNA5
F10	F10	F10,PROC,PROZ,F11,HGFAC,PRSS8,PRTN3,PRSS56,THBD,PRSS21,SERPINA1
F11	F11	F11,KLKB1,SERPINC1,PROS1,CPB2,F10,HGFAC,SERPIND1,F12,PROCR,PROC
F11R	F11R	F11R,TJP1,CDC42EP1,CDC42EP4,BST1,ARHGEF2,ACTG1,CORO2B,CDC42EP2,CNN2,JAM3
F12	F12	F12,KLKB1,F11,THBD,CPB2,GP5,FGA,KNG1,PROC,FGG,SERPINC1
F13A1	F13A1	F13A1,SERPINC1,F13B,PROS1,VWF,F11,MMRN1,PROCR,TGM4,ANXA5,A1BG
F13B	F13B	F13B,F13A1,SERPINC1,F11,PROCR,PROS1,VWF,ENPP4,HPS5,F5,ANXA5
F2	F2	F2,PLAUR,CD40,GAS6,BDKRB1,ARRB1,FGR,PDGFRB,GPER1,C1QTNF1,F2RL2
F2R	F2R	F2R,KNG1,F2,BDKRB1,F3,GPER1,SERPINE1,AZU1,F2RL1,NLRP6,TACR1
F2RL1	F2RL1	F2RL1,GPER1,PTAFR,FFAR2,CXCR5,CCR3,CCR2,BDKRB1,TACR1,PIK3CG,IL1R1
F2RL2	F2RL2	F2RL2,F2RL3,F2,GP1BA,FFAR1,GP1BB,GPR27,PLAUR,ANXA5,KNG1,THBD
F2RL3	F2RL3	F2RL3,F2RL2,GP1BA,GP1BB,F2,ANXA5,PLAUR,GP6,VWF,GP5,MPIG6B
F3	F3	F3,TNFSF12,SERPINE1,VSIR,IL6ST,PLAUR,F2,KNG1,PRKD2,PDCL3,IL6
F5	F5	F5,PROS1,SERPINA1,SERPINC1,GGCX,VWF,VKORC1,F13A1,PROCR,TFPI,A1BG
F7	F7	F7,ITGA2,HIF1A,CD38,ARNT,ANGPT2,EPO,ADAM17,NOS2,TFRC,CXCL12
FA2H	FA2H	FA2H,UGCG,ASAH1,DEGS1,ACER1,FASN,GPAT4,CERS3,SPTLC2,SPTLC1,SPTSSA
FAAH	FAAH	FAAH,MGLL,ABHD5,ACSL5,AIG1,AOAH,THEM5,GLYATL2,ACOT12,ABHD6,CYP2J2
FAAP100	FAAP100	FAAP100,FANCF,FANCE,FAAP24,FAAP20,EXO5,FANCL,BOD1L1,PARPBP,FANCA,FANCM
FAAP20	FAAP20	FAAP20,FANCL,FANCF,RAD18,FAAP100,SHPRH,SPRTN,FANCE,FAAP24,RNF169,BOD1L1
FAAP24	FAAP24	FAAP24,FAAP100,FANCF,FANCE,FAAP20,FANCM,FANCL,CENPS,CENPX,EXO5,FANCA
FABP1	FABP1	FABP1,ABCD2,ACAA2,SCP2,ABCD3,FABP3,ACSL1,SLC27A4,PEX2,FABP4,HADHA
FABP12	FABP12	FABP12,FABP9,RBP7,RBP5,ACBD4,FABP2,FABP6,CRABP1,PMP2,HDLBP,STARD6
FABP2	FABP2	FABP2,SLC27A6,FABP9,SLC27A3,FABP12,SLC27A5,RBP7,SLC27A2,ACSL5,ABCD3,ACOT2
FABP3	FABP3	FABP3,FABP4,FABP6,OSBPL8,DBI,FABP1,SCP2,ABHD5,ACSL5,OSBPL11,PON1
FABP4	FABP4	FABP4,FABP3,FABP1,ABCD2,ACSL1,PLIN2,DHRS7B,METRNL,HADH,ACOT11,ABCG4
FABP5	FABP5	FABP5,AKT2,ABHD6,PLA2G10,CLN8,ALOX15B,SLC27A4,SLC2A4,FABP3,ABCA2,PITPNM1
FABP6	FABP6	FABP6,FABP3,FABP12,APOL4,ABHD5,OSBPL11,ACBD4,APOL5,FABP7,TM6SF2,FABP9
FABP7	FABP7	FABP7,FABP6,SDCBP2,ISLR2,GDPD5,MSI1,MAMDC2,FABP3,NRSN1,CHODL,CABLES1
FABP9	FABP9	FABP9,FABP12,RBP7,FABP2,SLC27A6,SLC27A3,ACBD4,RBP5,AIG1,FABP6,ACSL5
FADD	FADD	FADD,RIPK3,DAPK1,CD274,TRAF2,BCL2L1,NAIP,TNFSF10,BCL10,TNFSF14,CASP8
FADS1	FADS1	FADS1,ELOVL5,ELOVL3,ELOVL2,ELOVL1,ELOVL6,ELOVL7,ELOVL4,ACSL1,FADS2,SCD
FADS2	FADS2	FADS2,ALOX12,MGLL,FADS1,PNPLA8,CYP2J2,ALOX12B,CYP4A11,ALOX15,FAAH,CYP4Z1
FADS3	FADS3	FADS3,DEGS1,ELOVL1,SCD5,ELOVL7,TECR,FADS6,HACD2,HACD1,HACD4,ELOVL2
FADS6	FADS6	FADS6,DECR2,FADS3,TECRL,PECR,ACAT2,AGPS,MECR,CYP4B1,AIG1,ECI2
FAF1	FAF1	FAF1,TRAF1,BIRC3,TRAF5,TRAF7,TRIM39,RFFL,CCAR1,BFAR,MYO18A,CARD14
FAF2	FAF2	FAF2,AUP1,DERL1,OS9,TMEM129,HERPUD1,ERLEC1,JKAMP,UBE2G2,UBXN4,SYVN1
FAH	FAH	FAH,HGD,HPD,PAH,GSTZ1,PM20D1,QDPR,ATE1,ACY1,PIPOX,OAT
FAHD1	FAHD1	FAHD1,ME3,PDHX,PDHB,LDHAL6A,PDHA2,LDHAL6B,DLAT,MDH2,GRHPR,LDHA
FAHD2A	FAHD2A	FAHD2A,FAHD2B,HAGHL,ZNF474,GTSF1L,ZC2HC1B,ZNF428,ZNF843,ZC2HC1A,ZNHIT2,ZC2HC1C
FAHD2B	FAHD2B	FAHD2B,FAHD2A,HAGHL,RNF224,ANKMY1,PHF21B,PDZRN4,ZNF839,ZNF831,LENG9,LOC100505841
FAIM	FAIM	FAIM,ITPRIP,TNFRSF6B,TMBIM1,BCL2L14,PEA15,ZSWIM2,DEDD2,RASSF6,BCL2L15,IFI27L1
FAIM2	FAIM2	FAIM2,TMBIM1,CFLAR,FAIM,ITPRIP,BCL2L1,PEA15,DAPK1,MOAP1,DEDD2,TPT1
FAM107A	FAM107A	FAM107A,CORO2B,PFN2,CNN2,PFN1,BAG4,STAU2,EVL,TWF2,CDC42EP2,RDX
FAM110A	FAM110A	FAM110A,KIZ,RMDN1,SPATA17,DCTN6,KIF11,SAC3D1,CCDC61,TUBGCP5,KATNA1,PRC1
FAM110B	FAM110B	FAM110B,C14orf119,CCDC81,PROSER3,CCDC116,NIPSNAP3A,MCCD1,CMC2,C10orf67,FAM72A,CCDC90B
FAM110C	FAM110C	FAM110C,PTP4A1,CSPP1,SMIM22,CASS4,RHOC,DRG1,PIK3R3,CEP97,TBCCD1,PLEK2
FAM111A	FAM111A	FAM111A,SPRTN,KIN,MCM10,ZRANB3,RAD18,HELB,MCM7,BOD1L1,RECQL,HMCES
FAM111B	FAM111B	FAM111B,PREP,JMJD7,NPEPL1,AGBL3,CAPN15,AMZ1,AMZ2,DNPEP,PRSS53,TPSG1
FAM114A1	FAM114A1	FAM114A1,C11orf24,COMMD5,CCDC110,FAM217B,FAM131B,ANKRD28,CCDC106,COMMD8,NOL4L,PRR13
FAM114A2	FAM114A2	FAM114A2,LENG1,TTC27,TSTD2,C22orf23,KIAA0930,ANKRD40,RWDD2B,SPRYD4,TMEM51,MFSD11
FAM117B	FAM117B	FAM117B,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
FAM118A	FAM118A	FAM118A,SMIM3,TMEM243,FAM174A,TMEM255B,TMEM40,TMEM45A,PCNX4,TMEM234,TMEM236,FNDC9
FAM118B	FAM118B	FAM118B,MIPOL1,FSBP,SMIM3,FAM118A,GRAMD2B,UBTD2,BSDC1,COMMD2,LRP2BP,FAM136A
FAM120A	FAM120A	FAM120A,SPATS2,MTHFSD,NBPF10,RAVER2,LSM12,RAVER1,FNDC3B,SPATS2L,RBM27,RBM18
FAM120AOS	FAM120AOS	FAM120AOS,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
FAM120B	FAM120B	FAM120B,AAMDC,MEDAG,LMO3,ASXL2,TMEM120B,NOC3L,ADIRF,PEX11A,CRABP1,ANKRD26
FAM124A	FAM124A	FAM124A,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
FAM124B	FAM124B	FAM124B,COMMD10,TIMMDC1,C19orf47,C2orf42,CCDC106,NOL4L,ANKRD28,COMMD8,FAM131B,PRR13
FAM131B	FAM131B	FAM131B,COMMD8,ANKRD28,NOL4L,CCDC106,FAM217B,PRR13,COMMD10,COMMD5,WDR27,FNBP4
FAM131C	FAM131C	FAM131C,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
FAM133B	FAM133B	FAM133B,R3HDM1,HEATR6,FBRSL1,TDRD10,C11orf68,RBM43,C7orf50,CMSS1,C2orf15,RSRC2
FAM135A	FAM135A	FAM135A,FAM135B,VSIG2,SERINC4,LMF1,ABHD11,OPA3,HDHD5,APOL4,PLIN1,APOL5
FAM135B	FAM135B	FAM135B,FAM135A,VSIG2,SERINC4,LMF1,ABHD11,OPA3,HDHD5,APOL4,PLIN1,APOL5
FAM136A	FAM136A	FAM136A,DNAJC12,COMMD2,TPD52L3,TPRG1,PHYHIPL,SEC14L5,UBTD2,BSDC1,SPATA2L,TEX44
